345:1754,77581,385,805,39936,92129,83173,120518,11281,11401
361:354,29,138,301,8,58,76,289,1462,70
376:302,58,17,29,273,322,395,616,354,542
384:616,17,302,409,654,542,32,15,224,1196
401:616,58,1102,301,354,138,29,65,94,650
402:654,302,84,301,736,285,1102,8,62,138
410:4755,10041,3172,2880,4825,4568,463,6434,500,508
448:616,8,245,61,302,15,58,518,70,4268
449:17,70,654,65,81,302,616,1535,698,226
450:302,654,15,245,1511,76,94,363,1403,1140
452:13523,36183,27205,7264,5869,273,6453,70146,81926,3079
476:70,17,6164,47309,496,12386,899,15424,1382,71577
488:17,616,518,302,542,15,508,58,6,787
490:17,302,101,15,138,32,61,289,486,76
494:616,654,58,8,17,542,29,518,84,564
500:17,76,8861,3448,58115,28421,106631,53770,67607,97179
514:76,17,616,302,8,650,508,58,224,654
525:875,1187,70,354,2967,84,564,654,138,140
535:17,1102,29,6,8,76,138,301,354,285
536:302,84,138,616,29,70,8,58,361,650
538:302,1102,616,654,354,736,58,101,5998,15
539:17,58,29,654,8,736,518,1102,564,84
564:84,76,736,650,1102,285,289,1462,6,8
582:616,76,518,29,84,861,301,138,162,354
585:17,654,29,302,84,138,70,76,866,224
590:654,301,354,29,650,76,736,8,866,518
601:226,90819,18245,90054,27912,121660,94414,75023,48912,121234
618:226,17,58,76,1102,2139,97,616,122,138
624:17,238,70658,50229,1542,26120,2069,7703,23584,115747
627:4671,5512,7334,9594,11539,1077,6475,19207,815,7088
628:2051,10244,8,11,71695,18449,2070,18456,25,118810
632:76,2265,226,3137,51719,27145,54962,49677,2068,17071
633:58,654,483,302,1196,564,8,289,518,736
634:3423,226,4131,70,718,3939,14966,17,302,654
646:1995,546,17,76,358,709,1913,302,1200,5465
666:10981,911,1337,18920,3034,11590,25145,8772,6951,51099
667:17,76,302,58,65,84,8,138,162,409
669:10493,518,11470,1803,17,2337,4394,760,500,564
678:8,58,302,84,17,654,518,1102,29,101
680:17,616,58,650,654,29,8,84,190,285
681:441,16036,9417,4103,13,4513,14955,5122,76,245
682:1528,76,7711,16305,9783,2318,14754,23294,698,2275
683:10369,258,1784,34823,16776,3849,101630,98188,15,71448
684:168,5480,8860,984,661,1460,2275,14754,5557,2103
715:4671,2543,8392,9435,11855,311,12861,8867,2215,17486
716:17,84,302,40,564,76,1102,873,4743,138
741:168,984,8860,1400,463,8733,574,2888,7994,760
750:15,32,564,61,6,322,4904,8,76,787
754:616,17,58,302,654,76,32,554,61,542
756:616,84,650,8,301,1102,354,866,736,273
757:302,17,654,58,564,616,301,76,84,289
758:17,58,302,76,356,616,8,15,84,285
763:17,84,138,650,736,29,301,62,354,224
773:17,76,6149,542,616,26735,650,155,27307,1030
774:17,302,61,1196,32,554,1511,289,518,787
775:1102,58,518,15,76,736,354,138,301,866
782:616,8,61,301,508,245,736,787,931,899
784:17,302,542,518,101,84,999,6,76,787
793:654,29,354,736,616,301,76,285,6,94
803:17,6450,1119,70,84,6945,736,4420,295,654
813:17,616,654,302,354,518,650,84,542,61
815:58,76,654,302,29,84,238,364,8,354
817:29,1102,866,8,138,361,58,70,650,301
818:984,463,1528,2318,2642,72,5480,76,9417,7711
823:245,2028,1744,1382,2548,2983,3307,70,441,5122
825:518,654,616,8,29,58,94,70,289,301
833:302,8,58,861,564,238,999,633,787,1196
835:101,58,76,518,84,138,616,302,654,354
838:8066,862,8392,12861,17,219,8427,9189,2543,4625
844:29,354,58,301,736,76,8,285,70,94
850:866,5889,68994,30499,58021,76,110795,13420,55632,17
856:6,364,62,486,999,1535,4904,3101,103,1140
857:302,84,650,8,866,76,138,354,301,361
874:518,364,508,58,787,999,302,3233,554,119
891:17,302,654,76,616,58,8,866,84,29
899:17,301,226,119,1410,302,327,8,76,654
900:2447,8209,398,5598,16155,11644,9629,20490,4126,24211
911:2139,16701,43400,8226,45123,87631,262,3847,302,20836
918:17,58,866,8,84,81,302,361,616,736
925:17,616,302,29,564,76,654,58,866,13901
926:302,58,84,354,322,1102,6,62,8,76
937:302,654,518,616,736,138,29,354,650,322
949:17,302,654,76,616,58,8,866,84,29
964:2403,3207,970,947,17,10046,899,48,353,9490
970:14636,8,2656,4300,518,656,9093,84,4613,2031
977:17,518,787,15,394,650,61,364,409,1550
981:2715,4513,1002,3618,13881,14955,764,5122,4696,1760
982:2162,17,875,84,1119,70,6103,6450,2935,302
984:17,654,58,84,616,8,76,301,542,15
992:226,2967,986,3137,3423,1884,16680,229,245,780
993:654,84,354,29,361,1102,224,58,76,616
998:17,84,138,1102,302,616,29,654,301,650
1000:17,58,84,518,1102,8,101,542,61,6
1007:654,17,29,138,224,84,736,301,3234,6
1027:168,1400,10267,9874,7711,76,661,9417,760,801
1028:17,302,354,518,866,29,650,616,301,1762
1044:17,84,302,654,29,8,616,58,138,61
1045:17,58,84,542,1102,76,354,2030,8,94
1049:40,1069,7680,24068,28943,79505,56859,2336,46113,11429
1068:17,60535,8928,5975,7072,58368,30721,18450,1556,55831
1069:654,84,138,301,1102,76,8,29,101,94
1070:17,616,58,518,542,76,84,861,15,32
1082:84,301,518,650,1102,101,138,62,866,6
1083:363,13829,518,8,394,21899,654,16272,17,71491
1088:17,8,84,302,654,29,138,508,361,650
1094:58,616,29,301,736,6,363,787,322,70
1116:866,29,76,224,302,327,361,616,650,1164
1121:17,654,1578,29,61,84,101,289,568,616
1125:302,654,84,58,616,138,1102,76,564,542
1127:8,17,518,616,302,542,15,289,654,103
1132:302,654,17,58,76,138,650,8,84,2200
1133:301,354,76,650,8,1102,518,736,508,15
1140:616,58,29,302,8,542,15,76,564,61
1141:17,4671,3137,206,9594,5512,23556,7688,21519,18465
1148:76,4976,17,70,654,226,2292,378,6624,511
1153:17,1102,518,616,58,138,542,654,394,354
1163:17,302,654,76,616,58,8,866,84,29
1166:4268,5117,131,353,1382,564,1126,17,94,518
1172:616,302,17,1287,8,58,76,518,654,81
1192:17,302,58,616,1102,301,76,138,650,8
1204:17,58,654,447,616,302,15,542,7210,61
1208:17,1550,1822,302,947,64002,6149,8,72204,1549
1209:76,168,2068,17,2140,226,840,1460,65,81
1234:168,719,984,574,1400,2103,76,661,9874,463
1236:17,2583,54784,20994,110598,8,100873,29,32798,32
1245:1187,2162,84,875,65,736,302,354,70,8
1263:302,58,17,84,322,650,861,1102,8,76
1267:101,58,302,84,616,654,8,518,76,224
1269:3107,4755,2880,23191,1352,5624,8848,189,7859,6434
1288:17,1017,2200,518,2609,654,10,15,32,101
1295:616,301,861,6,101,518,736,76,15,542
1296:17,58,654,650,226,29,591,8,866,84
1302:616,302,17,654,650,76,285,29,554,861
1305:302,17,84,58,76,322,518,866,8,354
1342:6157,4613,902,2369,112264,119053,118798,8975,17,18578
1382:17,2200,131,354,76,84,302,327,654,899
1389:75115,40853,1305,61636,4245,6635,518,30727,65418,1804
1391:26376,302,17,616,32,58,70,650,901,1109
1397:81,986,140,2379,348,7211,8283,3718,226,3374
1402:302,58,84,616,1102,301,354,650,866,76
1405:4697,24722,96890,92558,17,302,654,76,616,58
1407:17,302,542,616,58,518,486,654,15,61
1408:518,17,564,12417,901,654,542,289,803,7849
1409:354,616,138,8,70,285,899,236,6,508
1412:17,302,654,866,1089,182,1762,301,8,85079
1413:6,289,285,15,62,542,787,101,322,736
1418:654,138,736,76,564,650,15,285,94,289
1419:4755,3172,4825,1712,8848,7880,6434,5624,23191,12990
1420:302,354,654,736,866,29,70,361,1187,947
1427:17,15,564,61,518,8,363,554,285,1102
1430:58,17,8,736,289,24893,76,654,302,84
1431:654,58,6,616,84,76,354,726,1102,285
1435:302,616,61,58,364,301,322,6,29,138
1437:650,61056,73474,2312,9996,107277,82068,19478,3992,1305
1441:6559,3307,245,2548,6745,2715,840,8,17,8216
1447:1382,17,736,5567,302,616,70,15,518,8
1448:13895,8153,22105,98,42095,1696,11973,1887,6559,6
1457:17,40538,4013,76293,49683,50248,81,94,24720,182
1458:15,17,402,616,999,58,508,486,1471,302
1469:302,616,58,84,76,861,1102,6,138,301
1477:17,736,354,302,84,245,899,48,301,654
1486:76,8783,5357,4146,564,2103,1651,225,3348,9024
1490:17,866,76,254,289,500,81,2139,301,302
1491:302,866,654,84,650,568,616,6,1102,2687
1500:518,58,302,15,84,32,245,861,364,564
1503:654,736,354,8,58,650,301,866,616,361
1517:13313,22699,7684,27142,11783,1544,35340,48654,30737,44051
1518:4755,3107,1527,2880,17,84,2121,10041,8,76
1535:302,58,654,84,236,542,650,787,508,554
1551:616,650,736,354,8,518,866,94,162,1140
1552:29723,19245,1402,17,29,70,8892,1099,15,2121
1553:17,302,29,616,654,3795,542,13357,11888,1239
1559:302,616,654,29,861,6,239,76,62,84
1560:518,15,61,17,103,94,58,1511,302,554
1561:542,616,17,15,1511,518,58,61,787,6
1562:654,29,616,1102,138,289,650,736,8,518
1569:986,81,2967,70,76,226,2379,508,931,3718
1570:17,17123,7905,302,27705,8,84,20581,6773,6
1588:17,245,15,32,224,262,542,901,1119,1187
1589:654,84,354,1102,650,58,138,736,76,866
1591:69776,62108,17,302,654,76,616,58,8,866
1601:17,76,302,736,226,58,542,899,650,138
1602:17,518,1744,15,32,131,1987,8,616,564
1629:17,518,76,103,654,302,8,1332,15,327
1634:2265,8337,2717,6901,9662,1913,17,76,2848,9095
1642:654,302,518,58,1102,8,301,6,861,138
1653:17,8,58,302,616,84,101,76,650,1102
1654:302,84,29,101,1102,138,8,787,94,322
1655:654,8,736,138,29,76,354,285,15,289
1668:616,29,84,162,15,76,363,1102,62,138
1681:17,29,866,84,58,616,301,736,1102,138
1703:1119,84,6450,354,518,70,302,654,736,947
1721:654,17,245,302,15,616,61,58,29,542
1727:654,17,6,81,4813,1832,302,398,925,953
1728:302,58,866,84,301,354,736,224,70,138
1745:17,354,84,2140,138,302,27140,518,8,11
1746:17,285,302,542,616,650,29,58,245,15
1751:8,84,101,518,1119,4671,7468,302,327,354
1756:8,1102,616,654,302,58,1733,76,564,101
1758:17,616,654,302,736,3,6,1196,81,236
1761:13895,23824,25716,6379,1446,34553,68455,8283,12951,10904
1767:354,866,84,1187,58,1102,361,138,875,70
1779:86913,93097,1674,56748,65741,103533,67185,37843,93631,8635
1780:13960,9354,64,72271,48208,140,10404,88524,731,1772
1783:58,302,17,861,76,162,84,736,394,650
1787:616,518,29,101,285,354,239,289,32,62
1788:2967,1884,2241,140,2379,12706,500,1888,8511,348
1794:616,17,15,518,564,654,245,76,2030,8
1796:654,84,29,8,301,650,1102,361,542,61
1803:17,58,302,76,654,84,29,616,361,8
1820:23191,1352,2880,189,7457,10041,7831,5624,7880,76
1821:17,518,787,285,1987,1009,15,542,32,2626
1822:58,616,17,302,654,301,8,224,518,633
1823:17,84,6,138,394,285,650,736,354,866
1840:616,736,861,564,354,301,650,787,902,61
1841:984,8860,1528,2318,2642,801,1400,72,76,463
1842:17,58,302,354,554,84,518,8,285,322
1850:8,17,3234,3841,568,84,654,289,285,859
1853:866,17,254,2139,654,76,302,546,1196,238
1854:654,302,542,17,32,364,861,138,8,101
1862:302,1102,616,301,736,650,138,6,285,15
1880:875,17,84,1119,4420,6945,14370,736,295,2935
1883:654,302,518,58,542,8,101,76,289,32
1890:3448,654,8,4203,14750,6673,4756,776,7795,58
1891:17,302,654,923,29,109824,128,60546,34795,17181
1893:654,616,61,58,302,15,861,364,409,486
1894:654,70,29,616,84,564,58,138,301,8
1911:19206,13341,29727,35965,10104,5466,5975,2048,88066,12294
1912:17,616,8,138,654,226,302,361,518,861
1913:17,58,76,302,8,654,239,301,322,1089
1930:2548,5111,5627,197,27094,8069,33763,7160,13995,465
1932:5097,3568,2139,890,76,4743,361,866,40,564
1950:301,15,363,32,542,1196,394,361,508,554
1951:2121,1360,17,542,564,616,654,1287,15,61
1952:17,76,616,84,1102,162,301,736,866,285
2005:302,518,29,542,6,285,1196,1102,76,101
2017:58208,47586,101380,13894,44039,23213,11246,107733,123006,17
2025:236,17,10075,776,8861,6766,238,302,364,564
2030:3423,3374,2241,226,8511,5767,229,8588,550,731
2034:1352,4755,76,189,481,616,787,947,2904,3213
2038:654,17,302,29,568,15,8881,6,564,62
2046:9289,10492,6503,7021,17,13889,247,27296,3672,8
2058:12597,17944,12495,1410,3,1549,1551,18453,25649,564
2068:245,15,2200,542,564,6,17,402,472,119
2070:84,1102,13580,302,616,654,354,542,564,101
2071:302,518,616,70,1535,364,101,508,58,61
2072:2162,875,354,1102,302,70,1119,736,866,654
2074:1410,5975,533,603,4444,4671,40,76,10180,11590
2075:654,302,15,8,542,84,101,301,61,508
2076:17,302,654,76,616,58,8,866,84,29
2077:17,654,29,1102,138,736,301,616,76,650
2080:58,17,654,84,6,29,542,76,101,138
2085:17,8,616,654,58,302,29,84,138,354
2097:302,84,654,58,616,508,564,6,1102,29
2112:17,866,5480,984,76,8860,2153,661,9417,801
2115:17,3233,8,616,58,245,787,1126,76,84
2116:1187,17,1119,875,2162,654,891,84,302,354
2123:899,17,48,1102,4420,654,138,866,8,29
2135:2379,3423,17,5767,140,500,2204,3137,1749,780
2141:81,698,564,138,2204,986,17,70,76,226
2147:236,17,3448,10075,12253,6059,4203,12673,302,6673
2154:719,661,5480,1326,8860,1528,2103,72,463,5738
2160:17,302,84,361,76,554,1102,29,861,138
2162:719,5480,5738,463,1528,10267,2103,76,7711,2685
2170:58,17,15,542,6,483,29,302,409,518
2177:17,224,29,162,302,459,44,81,262,378
2184:58,6,84,322,1102,616,1476,301,866,138
2185:17,29,302,486,8,1044,542,564,58,2121
2187:17,302,654,76,616,58,8,866,84,29
2211:5111,14793,197,27070,226,27094,13995,8069,81,13049
2223:79200,63426,11027,121672,77788,78507,2520,76467,2292,13288
2243:17,119,8,131,245,32,76,84,94,301
2244:616,17,302,654,6,58,289,542,564,8
2247:3249,12575,11447,40390,84,20628,24968,58,11209,616
2250:49715,4103,47112,36528,2194,6191,353,23527,1064,3205
2253:986,226,2204,2967,3819,22597,2241,229,16680,3718
2260:17,302,654,76,616,58,8,866,84,29
2261:654,302,354,616,1102,58,76,65,6,94
2262:17,302,654,76,616,58,8,866,84,29
2290:542,29,15,285,554,518,1102,301,650,138
2291:17,616,29,301,76,84,736,1102,866,162
2293:17,84,939,101,4613,354,76,5010,8213,58
2301:17,429,4032,65,84,4210,182,302,1102,7611
2302:16229,245,39395,33882,774,353,1524,8,17,2233
2304:719,76,5480,463,984,9874,7180,1326,1528,5738
2318:61,654,15,84,554,101,76,486,1102,322
2325:8,84,899,76,654,1187,354,616,289,301
2335:17,302,654,616,736,84,289,301,1102,8
2343:17,302,32,84,2140,116,224,244,245,322
2346:66688,2561,3846,653,12706,17,80156,14114,110116,79942
2347:2186,7728,322,100785,86025,99856,4113,52756,100373,110681
2348:226,17,302,654,70,84,500,1888,8,58
2362:17,302,654,76,616,58,8,866,84,29
2363:17,302,616,29,650,84,6,301,8,3632
2364:302,29,354,616,322,518,76,101,190,866
2369:37386,14964,5598,8209,4126,3180,24211,9388,11644,3829
2373:17,84,1102,76,354,358,564,138,302,500
2381:302,17,58,29,654,616,84,518,726,76
2382:12776,17,119,2966,131,6527,736,65,84,301
2384:17,4420,84,1119,6945,70,736,4299,25921,2935
2385:17,302,29,58,76,1102,591,616,4816,273
2392:17,302,654,76,616,58,8,866,84,29
2393:17,302,327,508,654,542,8,84,1382,616
2394:84,302,654,564,616,1102,58,76,361,289
2395:17,616,84,1102,1140,224,1476,62,138,1550
2399:17,226,76,1023,84,138,780,986,3789,500
2405:17,654,1196,302,518,542,8,58,787,15
2407:866,30499,76,110795,13420,68994,55632,17,2133,23266
2408:17,302,654,76,616,58,8,866,84,29
2419:58,8,654,17,302,568,616,76,861,2193
2429:17,354,70,94,657,9482,1382,9890,245,302
2447:29,354,736,76,1102,226,301,6,45,70
2452:12832,2282,24481,19376,35268,2265,30791,22856,48061,95533
2453:23740,29657,71417,128,16642,25812,13189,263,50572,50818
2454:1527,3107,2880,1352,6434,189,5624,1206,8848,1712
2456:17,58,29,8,650,866,1102,84,354,616
2461:518,542,6,61,554,101,289,1511,62,736
2464:354,654,736,301,1462,58,8,48,650,76
2465:58,354,866,84,1102,301,70,138,8,650
2469:302,58,616,29,84,542,101,363,70,76
2489:168,719,17,76,760,1867,51061,10752,4103,18952
2491:2319,17,302,654,76,616,58,8,866,84
2499:1097,302,13523,17,58,616,654,861,409,508
2500:361,84,654,354,29,8,301,518,1102,58
2501:931,947,7620,12266,873,1190,1539,17,131,22827
2505:17,58,654,616,76,29,84,518,62,289
2510:40898,30139,3650,30152,23902,41529,12140,45322,652,1164
2515:650,17,138,58,302,226,285,508,616,224
2518:5097,3568,890,4743,40,76,4880,361,18425,10254
2520:616,17,302,654,15,84,542,564,58,650
2521:84,654,302,354,8,736,226,361,616,866
2524:17,302,56576,3841,78341,6,138,77195,654,917
2536:302,17,554,364,542,32,289,1511,6,15
2541:302,84,654,58,8,518,76,354,1102,29
2547:17,1245,650,354,654,302,398,81,1344,58
2553:9134,35177,25366,18939,5125,19603,3509,76,8299,8895
2558:661,5557,1528,72,10267,2685,4394,2153,2642,3601
2560:84,29,58,616,354,1102,301,6,76,15
2563:58,302,654,861,564,15,84,101,76,289
2573:616,58,29,84,861,354,1102,518,6,736
2591:58,616,17,654,302,29,238,861,6,358
2596:147,9906,302,578,30301,5343,7477,10121,18851,2615
2597:17,302,654,76,616,58,8,866,84,29
2601:17,302,7334,84,1102,283,7468,11855,10071,14259
2604:8167,12332,45095,1069,17527,37042,10048,367,3477,12734
2611:1119,899,1187,48,84,354,787,8,245,302
2612:17,542,15,861,654,302,554,6,58,518
2615:518,8,29,84,138,861,1102,6,76,322
2625:97794,774,3207,650,29332,105262,95000,2714,2715,9377
2626:302,84,616,301,6,289,736,76,354,866
2634:17,8,58,518,15,190,302,363,564,616
2636:654,29,354,84,866,736,58,6,8,1549
2639:17,302,1435,1449,508,15,18,533,518,1551
2650:10451,4194,17,14600,23102,5122,8,2068,12311,2101
2661:302,17,84,58,518,616,1102,101,654,8
2663:908,52802,63502,118104,62994,1825,42663,59567,23348,95286
2666:616,17,58,654,6,650,285,302,29,236
2676:654,17,302,616,138,354,12821,58,76,162
2689:616,654,17,58,542,302,76,650,15,564
2693:790,21813,10408,120178,99521,7927,10567,42901,55776,77819
2708:17,616,302,654,15,84,58,94,650,8
2709:131,245,4268,2955,17,61,3233,787,119,542
2713:1951,185,8,17,1102,76,245,8457,29097,508
2715:984,1400,2153,760,2685,5557,2642,661,801,7180
2716:81,16542,986,500,8,226,542,616,70,84
2727:29,58,1102,301,354,6,736,84,616,138
2730:17,616,654,15,65,518,61,542,4268,1987
2731:354,29,76,84,866,616,1102,301,361,650
2734:564,76,736,1069,17,518,616,4017,947,698
2735:8848,3107,1527,1712,12990,3172,4825,19596,24581,26749
2737:17,654,138,58,70,301,1550,1196,179,5575
2745:17,254,2265,546,302,1995,76,736,10115,901
2746:23595,24118,4158,27209,31342,698,8419,40,16151,25466
2748:5287,76,327,564,103,245,508,518,1262,2139
2756:302,616,58,76,650,654,899,398,554,81
2760:29,84,138,1102,76,301,650,736,8,899
2776:17,302,654,76,616,58,8,866,84,29
2799:62976,63874,902,48268,12947,40725,100758,39328,931,81286
2802:79262,2048,2050,95237,861,88071,1624,748,34572,4753
2803:2595,33572,11718,88529,94755,19829,97817,2074,347,14237
2804:301,224,34176,110597,106631,33673,122647,13709,6545,107669
2805:15,17,2121,81,124,496,518,542,616,656
2812:8,302,654,736,354,289,29,138,301,650
2815:168,719,984,1682,463,661,9874,8252,1400,10752
2827:17,58,8964,7059,17390,84,616,8,650,302
2831:654,84,58,8,29,354,6,138,76,736
2846:654,302,616,301,84,101,29,76,518,650
2848:616,17,654,76,518,29,84,736,6,289
2853:18850,262,34823,3081,89994,68624,29458,2326,27420,62238
2854:84,6945,14370,70,354,654,736,1119,302,65
2857:353,4797,2268,601,65,94,769,37744,1332,1951
2858:17,84,736,29,76,1102,138,354,650,6
2861:34070,533,4040,12294,10981,19337,2510,37527,3741,24275
2871:189,1527,3107,4755,7457,22529,11780,518,14,3089
2907:302,84,654,58,70,1102,866,650,138,8
2912:1435,1069,17990,72,76,27241,34453,1991,1131,26821
2914:17,302,58,542,8,76,518,654,483,29
2924:101888,8066,19972,99334,109356,48521,36240,3603,86940,669
2925:15337,14754,81,168,7851,2715,1446,27364,6678,13895
2947:2741,66050,18970,46125,66993,8643,24301,3969,262,385
2951:6,17,62,30839,224,483,654,616,302,65536
2959:225,17,224,7067,13832,616,238,50691,74756,518
2960:17,8579,8151,146,1187,32,302,496,654,698
2963:17,564,76,84,616,8,58,353,2193,7841
2965:135,564,5557,650,698,29475,984,3789,18240,6097
2967:245,891,616,1886,226,564,653,1119,1405,4991
2970:17,616,302,58,654,8,84,76,190,193
2977:17,378,654,245,302,2433,3039,84,6552,7006
2981:29,301,84,650,866,1102,361,76,8,224
2989:17,48,8,76,354,1187,301,866,361,65
2990:22420,29000,13581,16717,202,57558,58745,70277,37666,21482
3002:17,302,654,76,616,58,8,866,84,29
3004:168,463,8860,984,1400,2833,9874,801,1326,7711
3011:84226,109829,123142,59912,1164,5517,654,9816,112786,60691
3013:4755,226,1352,70,2880,1712,10041,508,3107,1527
3037:17,302,654,76,616,58,8,866,84,29
3038:247,84,6503,7021,17,76,19950,50306,10492,8
3044:302,76,616,654,289,2369,29,58,650,3223
3070:10692,8783,4146,2354,2528,6117,69634,3847,4744,16658
3081:17,650,40960,5505,100241,2326,6,65,6024,138
3100:302,29,354,616,736,76,8,650,866,6
3102:984,168,719,463,2153,14754,574,2642,760,1400
3105:17,591,654,518,45,58,61,101,650,1196
3107:2967,70,140,76,2379,500,1023,5767,2139,521
3110:4021,16763,81,262,327,35716,1842,17,65,10731
3111:58,302,616,654,76,101,138,736,354,650
3113:13832,17,225,97,224,42785,19789,17883,28163,13
3121:8,361,62,70,322,861,1119,101,236,238
3125:17,84,654,302,70,866,354,58,1102,616
3126:17,302,654,76,616,58,8,866,84,29
3129:616,302,8,84,542,564,1102,76,6,518
3139:17,302,654,76,616,58,8,866,84,29
3144:698,5480,76,226,354,361,760,986,7180,68700
3152:17,8,302,58,327,429,84,190,224,787
3166:17,302,654,76,616,58,8,866,84,29
3167:76,1730,17,564,500,1069,5398,10039,2068,262
3169:15,518,542,8,245,32,616,1405,654,2193
3170:17,1099,70144,43530,21516,32278,119323,118813,7203,1572
3172:17,302,29,616,138,162,736,15,58,76
3176:58,84,354,70,616,138,301,866,650,322
3183:17,138,654,70,76,10692,866,354,29,4146
3184:17,1784,10175,6344,219,226,354,535,2715,2717
3193:58,8,6,354,138,190,285,364,518,289
3195:908,17,94209,101890,899,11524,34949,57618,24460,13070
3220:84,866,1102,138,76,650,361,8,70,736
3229:17,81,616,2369,962,8,40,61,22597,70
3234:1102,354,302,518,866,76,301,736,616,654
3237:41101,54099,110318,22678,102041,58923,9915,113362,28760,77678
3238:17,8,2583,32,1190,889,356,1410,106838,2937
3239:17,58,84,29,616,650,8,1102,866,6
3246:533,603,13341,15718,51099,36865,79106,114190,90646,19995
3258:58,17,654,8,84,564,29,1102,138,542
3263:17,20608,3841,1539,1412,901,26886,12039,780,3214
3264:17,302,654,76,616,58,8,866,84,29
3277:76,28132,4586,56363,17,66822,15623,18933,73133,37648
3279:17,361,224,84,302,564,1102,29,70,616
3295:5812,6916,780,7305,1164,25230,62168,35351,83739,5663
3305:805,5726,22801,33223,18892,28166,19089,15475,12233,39619
3306:6901,1651,76,4146,10692,684,5357,8129,2354,698
3308:616,17,650,65,76,131,889,394,508,1558
3309:302,616,84,29,861,1196,518,285,542,650
3319:17,302,654,76,616,58,8,866,84,29
3320:6754,3196,3370,13995,12761,7160,24752,11321,24642,63563
3328:29,138,58,1102,616,354,84,650,866,736
3329:26360,12090,22529,4610,117254,49799,27145,1549,2703,17
3335:654,58,1102,866,495,6,84,301,363,138
3346:17,245,81,301,518,787,1262,3521,15,61
3352:17,58,76,736,101,616,654,2030,2548,17930
3353:17,354,16624,70,2139,361,866,11821,65,302
3360:302,899,84,866,8,48,1187,226,1102,2162
3374:17,58,616,564,354,15447,2139,103,138,654
3376:3423,3374,986,7211,226,16404,262,3599,8283,5767
3383:17,70,138,521,226,29,65,1102,81,616
3386:12253,4203,776,8197,10641,14750,8861,49,8442,302
3411:654,17,302,616,29,8,58,6,162,84
3412:129,16258,2051,12039,88968,6921,72467,107299,71593,104247
3413:1744,4513,497,774,1205,94,4444,891,1340,3618
3416:4755,1352,189,2880,4568,10041,378,1923,8848,3107
3419:17,654,616,29,650,76,84,6,32,138
3421:17,84,76,861,8,354,162,62,289,518
3423:17,1099,6733,873,986,5125,10434,43530,21516,13838
3426:58,542,616,17,654,1332,1578,564,101,5753
3428:17,58,8,302,84,654,101,1102,6,650
3429:302,654,354,138,301,1102,650,76,84,70
3431:3225,80576,88768,1730,34500,683,76,47290,2139,17
3432:17,302,654,76,616,58,8,866,84,29
3450:2265,1913,698,3131,76,7931,1951,26036,7685,73133
3453:168,2642,719,760,463,5480,661,1528,2685,1400
